temperature_2m_C,humidity_2m_%,sea_level_pressure_hPa,precipitation_mm,snowfall_mm,cloud_cover_%,high_cloud_cover_%,mid_cloud_cover_%,low_cloud_cover_%,shortwave_radiation_Wm2,wind_speed_10m_ms,wind_direction_10m_deg,wind_speed_80m_ms,wind_direction_80m_deg,wind_speed_900mb_ms,wind_direction_900mb_deg,wind_gust_10m_ms,angle_of_incidence_deg,zenith_deg,azimuth_deg,power_generated_kW
31.7,17,1014.8,0.0,0.0,0.0,0,0,0,912.25,23.22,209.74,25.01,210.26,23.09,210.96,33.12,27.89,17.95,186.0,2411.92
31.97,17,1014.0,0.0,0.0,0.0,0,0,0,932.72,26.43,204.12,29.17,204.03,26.43,204.12,36.72,32.34,22.79,223.74,2214.16
31.91,17,1013.5,0.0,0.0,0.0,0,0,0,904.24,26.89,207.94,29.48,208.44,27.06,208.61,38.88,41.72,32.11,246.41,1823.89
31.94,18,1013.2,0.0,0.0,0.0,0,0,0,824.14,26.25,205.16,28.99,204.97,26.25,205.16,38.88,53.51,42.98,260.57,1274.93
31.9,18,1012.3,0.0,0.0,0.0,0,0,0,703.99,30.35,213.88,35.25,214.18,31.06,214.61,39.24,66.41,54.29,271.16,538.92
31.38,19,1012.1,0.0,0.0,0.0,0,0,0,555.36,28.67,208.5,33.18,208.51,28.85,209.12,36.36,79.84,65.57,280.34,46.18
30.35,22,1011.3,0.0,0.0,0.0,0,0,0,385.37,26.57,215.63,31.76,215.31,27.29,216.42,35.64,92.26,75.55,288.36,1.33
16.43,58,1015.4,0.0,0.0,0.0,0,0,0,0.0,11.72,190.62,21.75,208.69,14.92,188.33,23.76,117.17,93.77,54.45,3.15
15.81,60,1015.4,0.0,0.0,0.0,0,0,0,0.0,12.65,184.9,22.46,201.63,16.6,183.73,21.24,103.51,84.11,64.2,85.05
17.86,57,1015.5,0.0,0.0,1.2,4,0,0,85.44,13.32,180.0,25.24,183.27,13.32,180.0,20.88,89.82,73.64,73.23,449.83
22.39,45,1014.8,0.0,0.0,0.9,3,0,0,263.44,18.36,180.0,21.96,180.0,19.44,180.0,22.68,76.19,62.58,82.09,1133.02
24.36,38,1014.6,0.0,0.0,0.0,0,0,0,435.21,21.67,184.76,23.5,185.27,21.32,184.84,28.08,62.86,51.26,91.53,1750.01
25.77,31,1014.7,0.0,0.0,0.0,0,0,0,600.75,23.32,188.88,25.51,188.93,23.32,188.88,32.04,50.17,40.02,102.81,2226.14
27.09,26,1013.9,0.0,0.0,2.4,8,0,0,732.47,23.86,191.31,26.12,191.93,23.86,191.31,34.92,38.84,29.41,118.62,2382.75
28.08,21,1013.6,0.0,0.0,6.0,20,0,0,832.15,24.7,198.7,27.22,200.11,24.82,199.49,32.4,30.48,20.92,144.92,2562.9
28.9,18,1014.1,0.0,0.0,3.0,10,0,0,910.47,25.45,205.11,27.38,204.88,25.45,205.11,30.24,27.83,18.01,185.84,2518.3
29.5,15,1013.5,0.0,0.0,0.0,0,0,0,928.27,24.97,208.41,27.06,208.61,25.14,209.13,32.04,32.26,22.82,223.55,2000.7
29.78,15,1013.3,0.0,0.0,11.4,38,0,0,899.79,24.39,211.11,25.99,210.83,24.08,211.55,33.12,41.65,32.12,246.27,946.41
29.73,17,1012.8,0.0,0.0,14.7,49,0,0,817.02,21.87,212.91,23.47,212.47,21.37,212.62,47.88,53.44,42.98,260.46,1064.62
29.43,20,1012.2,0.0,0.0,30.0,100,0,0,672.84,19.39,211.33,20.99,210.96,19.39,211.33,43.92,66.35,54.29,271.07,256.62
29.29,21,1012.0,0.0,0.0,12.6,42,0,0,508.19,18.47,213.07,20.38,212.01,18.97,213.39,42.12,79.79,65.57,280.26,118.03
28.28,21,1011.7,0.0,0.0,35.0,100,35,0,367.57,18.39,220.24,20.47,219.29,18.67,219.52,28.44,91.52,75.02,287.84,16.19
12.61,78,1018.4,0.0,0.0,0.0,0,0,0,0.0,5.04,360.0,11.92,334.98,5.4,360.0,6.48,117.34,93.93,54.38,11.63
11.87,87,1018.8,0.0,0.0,2.0,0,2,1,0.0,4.69,32.47,10.95,9.46,4.9,36.03,9.0,103.55,84.18,64.22,159.33
14.6,84,1018.4,0.0,0.0,4.0,0,4,0,66.75,6.92,38.66,8.44,39.81,6.88,42.88,8.64,89.86,73.72,73.26,508.6
16.48,76,1018.5,0.0,0.0,1.0,0,0,1,251.87,5.69,55.3,5.32,61.7,5.5,58.39,11.16,76.22,62.66,82.13,1145.34
19.87,60,1018.1,0.0,0.0,0.0,0,0,0,429.87,3.6,90.0,4.8,102.99,4.33,94.76,10.44,62.88,51.34,91.57,1744.11
23.43,39,1017.6,0.0,0.0,0.0,0,0,0,597.19,2.97,165.96,4.02,153.43,3.4,147.99,17.64,50.18,40.09,102.86,2160.8
25.61,22,1017.0,0.0,0.0,0.0,0,0,0,740.48,13.68,206.57,17.87,207.6,16.75,208.22,25.2,38.83,29.49,118.66,2366.96
26.88,18,1016.5,0.0,0.0,0.0,0,0,0,852.62,19.26,200.81,19.72,201.41,18.25,202.01,28.44,30.43,21.0,144.9,2465.71
27.08,19,1018.1,0.0,0.0,0.0,0,0,0,922.04,22.42,209.86,23.4,210.51,21.61,209.98,31.32,27.75,18.08,185.68,2306.73
27.46,19,1017.9,0.0,0.0,0.0,0,0,0,942.51,23.77,212.01,26.98,211.36,24.88,211.39,31.68,32.18,22.85,223.36,2197.55
28.09,17,1017.3,0.0,0.0,0.0,0,0,0,911.36,24.16,213.45,26.46,213.91,24.46,212.99,31.32,41.57,32.13,246.11,1857.28
28.15,17,1016.8,0.0,0.0,3.6,12,0,0,826.81,23.47,212.47,25.57,212.35,23.77,212.01,30.24,53.38,42.99,260.33,1348.69
28.0,17,1016.7,0.0,0.0,3.3,11,0,0,709.33,23.28,211.72,25.57,212.35,23.58,211.26,27.36,66.29,54.3,270.96,579.16
27.47,19,1016.8,0.0,0.0,0.0,0,0,0,564.26,22.38,207.8,25.46,208.74,23.19,207.76,25.56,79.73,65.58,280.17,50.16
26.7,23,1016.6,0.0,0.0,8.7,29,0,0,392.49,18.68,205.08,20.61,207.01,18.51,206.57,22.32,91.47,75.03,287.75,1.23
15.97,86,1019.1,0.0,0.0,0.0,0,0,0,0.0,25.58,166.16,39.52,163.05,27.26,167.8,30.96,117.28,93.94,54.48,3.22
15.58,84,1019.3,0.0,0.0,3.0,10,0,0,0.0,25.93,166.35,39.28,162.4,27.33,167.06,24.84,103.6,84.26,64.25,82.02
17.87,74,1018.8,0.0,0.0,2.7,9,0,0,84.55,27.42,166.33,35.11,164.54,28.04,167.39,26.64,89.9,73.8,73.29,446.29
19.73,66,1018.7,0.0,0.0,0.0,0,0,0,249.2,28.04,167.39,34.84,166.25,28.39,167.55,28.8,76.25,62.74,82.17,1130.63
22.03,57,1018.4,0.0,0.0,0.0,0,0,0,422.75,27.53,168.69,31.91,168.94,27.47,169.43,27.36,62.9,51.42,91.62,1729.54
24.08,51,1018.5,0.0,0.0,0.0,0,0,0,586.51,28.66,168.41,32.69,168.57,28.95,169.25,31.68,50.18,40.17,102.91,2130.27
26.06,44,1017.7,0.0,0.0,0.6,2,0,0,718.23,27.19,173.16,30.41,173.88,27.51,173.99,32.76,38.81,29.57,118.71,2385.69
27.84,37,1017.1,0.0,0.0,0.6,2,0,0,817.02,27.42,183.76,29.96,184.13,27.42,183.76,41.04,30.38,21.09,144.9,2498.54
28.93,28,1017.6,0.0,0.0,0.0,0,0,0,902.46,28.55,193.86,31.26,194.68,28.29,194.74,41.4,27.67,18.15,185.53,2431.82
29.61,27,1017.4,0.0,0.0,0.0,0,0,0,923.82,28.75,202.07,31.82,201.92,28.88,202.73,45.0,32.09,22.89,223.16,2220.58
30.18,25,1017.0,0.0,0.0,0.0,0,0,0,893.56,27.85,206.9,30.43,207.47,27.7,207.9,43.2,41.49,32.15,245.95,1846.69
30.83,21,1016.3,0.0,0.0,0.9,3,0,0,814.35,27.06,208.61,29.65,209.05,26.93,209.65,46.44,53.3,43.0,260.2,1308.91
30.74,19,1016.3,0.0,0.0,1.2,4,0,0,695.98,26.96,214.11,29.85,213.69,26.96,214.11,42.48,66.23,54.31,270.85,562.39
30.27,20,1016.6,0.0,0.0,0.3,1,0,0,555.36,25.42,217.52,28.73,217.87,25.92,217.67,42.12,79.68,65.59,280.07,48.47
29.01,22,1016.6,0.0,0.0,0.0,0,0,0,386.26,22.16,223.03,26.23,223.33,22.67,223.07,27.0,92.0,75.49,288.03,2.58
15.03,58,1021.9,0.0,0.0,0.0,0,0,0,0.0,7.1,149.53,10.3,126.47,7.73,152.24,11.16,117.34,94.03,54.51,3.68
14.26,63,1022.0,0.0,0.0,0.0,0,0,0,0.0,10.04,165.47,17.08,161.57,12.76,163.61,18.72,103.64,84.35,64.28,85.44
17.24,75,1021.0,0.0,0.0,0.0,0,0,0,72.98,11.54,176.42,24.93,162.35,12.25,178.32,19.08,89.93,73.88,73.33,441.91
20.9,65,1020.6,0.0,0.0,0.0,0,0,0,242.08,18.84,173.42,23.86,174.81,20.57,175.99,19.8,76.27,62.82,82.22,1108.06
23.82,52,1020.2,0.0,0.0,0.0,0,0,0,418.3,19.13,175.68,22.01,176.25,19.49,175.76,26.28,62.91,51.5,91.68,1705.88
26.34,40,1020.5,0.0,0.0,0.0,0,0,0,583.84,19.44,178.94,21.6,179.05,20.16,178.98,31.32,50.18,40.26,102.98,2134.84
28.05,33,1019.2,0.0,0.0,0.0,0,0,0,722.68,20.63,186.01,21.79,187.59,20.28,186.12,36.36,38.79,29.66,118.77,2382.91
29.23,31,1018.7,0.0,0.0,0.0,0,0,0,830.37,22.18,193.13,23.75,194.04,21.83,193.35,39.6,30.33,21.18,144.9,2453.93
30.27,21,1019.5,0.0,0.0,0.0,0,0,0,907.8,20.45,206.11,21.41,207.0,19.8,207.03,33.48,27.59,18.23,185.38,2416.52
31.04,19,1019.0,0.0,0.0,0.0,0,0,0,927.38,25.16,213.92,27.46,214.32,25.36,214.59,36.72,32.0,22.94,222.95,2178.77
31.34,19,1018.5,0.0,0.0,0.0,0,0,0,898.01,26.87,215.18,30.17,215.78,27.37,215.36,37.8,41.4,32.18,245.78,1820.35
31.51,18,1018.0,0.0,0.0,0.0,0,0,0,822.36,25.13,218.02,27.44,218.07,25.13,218.02,35.64,53.23,43.02,260.07,1287.03
31.35,17,1017.3,0.0,0.0,0.3,1,0,0,706.66,23.51,220.03,26.6,219.51,24.29,219.59,34.2,66.16,54.32,270.74,550.33
30.83,17,1017.0,0.0,0.0,0.0,0,0,0,558.92,21.13,225.69,24.18,225.6,21.89,225.0,32.4,79.63,65.61,279.97,125.71
30.04,17,1016.7,0.0,0.0,0.3,1,0,0,388.04,17.71,232.43,20.52,232.13,18.5,232.91,33.84,91.38,75.06,287.56,9.6
16.97,57,1018.5,0.0,0.0,63.0,59,63,0,0.0,6.57,170.54,3.55,113.96,6.57,170.54,8.28,117.39,94.13,54.54,12.22
17.06,50,1018.8,0.0,0.0,2.7,9,0,0,0.0,3.98,174.81,6.37,137.29,3.88,158.2,9.36,103.68,84.43,64.32,117.24
18.08,49,1018.6,0.0,0.0,0.0,0,0,0,73.87,1.84,101.31,4.8,102.99,3.24,90.0,9.0,89.97,73.97,73.38,459.3
21.67,47,1018.8,0.0,0.0,2.1,7,0,0,243.86,4.9,72.9,5.86,79.38,5.94,75.96,11.52,76.3,62.9,82.27,1022.97
24.1,44,1018.7,0.0,0.0,2.4,8,0,0,421.86,5.59,75.07,5.94,75.96,6.03,72.65,10.8,62.92,51.58,91.74,1632.94
26.91,37,1017.5,0.0,0.0,4.8,16,0,0,579.39,3.32,102.53,4.1,105.26,3.98,95.19,23.76,50.18,40.34,103.05,2024.31
29.77,28,1016.6,0.0,0.0,2.1,7,0,0,712.0,7.92,180.0,10.09,182.05,9.0,180.0,28.08,38.76,29.75,118.85,1743.2
30.9,24,1016.3,0.0,0.0,0.0,0,0,0,825.03,20.32,209.74,23.47,212.47,21.67,212.11,36.72,30.27,21.28,144.92,1573.76
31.62,21,1016.5,0.0,0.0,30.0,100,0,0,849.95,20.66,221.47,22.93,222.46,21.41,222.27,34.56,27.5,18.31,185.23,1717.41
32.14,20,1016.5,0.0,0.0,30.0,100,0,0,878.43,19.86,225.0,21.64,224.33,20.11,224.27,28.8,31.9,22.99,222.73,1925.11
32.45,20,1016.0,0.0,0.0,30.0,100,0,0,793.88,16.08,235.95,18.58,234.46,17.5,233.37,32.4,41.32,32.21,245.6,1395.37
32.5,20,1015.3,0.0,0.0,30.0,100,0,0,687.08,12.24,241.93,14.08,237.53,13.28,237.17,28.08,53.16,43.04,259.92,976.5
32.57,20,1015.2,0.0,0.0,39.0,100,39,0,550.91,9.83,246.25,11.49,237.8,10.99,238.39,26.28,66.1,54.34,270.62,287.92
32.09,20,1015.2,0.0,0.0,100.0,100,100,0,445.89,8.67,274.76,8.28,270.0,7.92,270.0,23.76,79.57,65.63,279.86,175.06
30.03,25,1015.3,0.0,0.0,100.0,100,100,0,274.12,16.18,327.72,18.06,336.5,16.92,336.16,12.96,92.51,76.0,288.23,14.56
19.56,48,1017.6,0.0,0.0,0.0,0,0,0,0.0,11.21,185.53,16.45,190.08,13.32,180.0,11.88,117.56,94.31,54.48,8.25
19.97,45,1017.7,0.0,0.0,0.0,0,0,0,0.0,12.65,184.9,20.12,190.3,16.3,186.34,16.56,103.72,84.52,64.36,102.54
21.53,43,1017.7,0.0,0.0,0.6,2,0,0,70.31,14.42,182.86,27.72,180.0,14.76,180.0,19.8,90.0,74.06,73.43,438.74
25.96,33,1017.2,0.0,0.0,3.6,12,0,0,250.98,16.92,180.0,20.52,178.99,17.28,180.0,21.96,76.32,62.99,82.33,1068.01
29.17,26,1016.8,0.0,0.0,2.1,7,0,0,423.64,19.96,187.25,22.61,189.16,20.72,187.99,28.44,62.93,51.67,91.82,1648.24
30.6,24,1017.2,0.0,0.0,0.3,1,0,0,582.95,23.59,195.95,25.17,196.62,22.8,195.57,36.0,50.17,40.43,103.13,2084.47
31.69,22,1016.5,0.0,0.0,0.0,0,0,0,723.57,27.38,208.25,30.63,209.58,27.55,208.91,37.44,38.72,29.85,118.93,2314.06
32.68,20,1016.2,0.0,0.0,0.0,0,0,0,832.15,30.47,215.38,33.86,215.04,30.56,214.44,38.52,30.2,21.38,144.94,2411.8
32.93,20,1017.1,0.0,0.0,0.0,0,0,0,901.57,27.53,221.82,30.32,222.59,27.78,222.37,36.36,27.4,18.4,185.09,2352.87
33.45,17,1016.6,0.0,0.0,3.6,12,0,0,906.02,28.17,218.77,30.98,218.87,28.17,218.77,36.72,31.8,23.05,222.51,2122.13
33.83,17,1016.2,0.0,0.0,5.7,19,0,0,875.76,27.58,215.97,30.17,215.78,27.58,215.97,37.08,41.23,32.24,245.41,1728.88
33.91,17,1015.5,0.0,0.0,5.1,17,0,0,803.67,27.38,219.13,30.19,219.19,27.38,219.13,33.48,53.08,43.06,259.77,1246.84
33.85,17,1015.2,0.0,0.0,7.8,26,0,0,695.09,28.04,221.88,31.63,221.31,28.31,221.39,34.56,66.04,54.36,270.49,548.63
33.17,18,1015.1,0.0,0.0,12.3,41,0,0,554.47,27.5,226.06,31.57,225.92,28.01,226.04,36.72,79.52,65.66,279.75,66.51
32.32,20,1014.8,0.0,0.0,6.6,22,0,0,390.71,26.23,226.67,31.32,226.4,26.99,226.08,37.8,92.55,76.1,288.18,1.73
19.01,50,1017.1,0.0,0.0,0.0,0,0,0,0.0,8.64,180.0,8.65,163.07,9.06,173.16,6.12,117.5,94.34,54.61,10.31
17.93,52,1017.3,0.0,0.0,5.1,17,0,0,0.0,10.19,212.01,16.43,241.19,11.98,212.74,14.4,103.75,84.62,64.41,113.07
19.71,45,1017.3,0.0,0.0,0.0,0,0,0,72.98,12.03,218.93,17.53,250.82,12.54,219.17,14.76,90.03,74.15,73.49,450.34
23.45,38,1017.3,0.0,0.0,0.0,0,0,0,240.3,7.29,237.09,11.28,253.3,6.64,229.4,12.96,76.34,63.08,82.4,1072.32
27.41,29,1017.1,0.0,0.0,3.9,13,0,0,421.86,8.71,277.13,9.06,276.84,7.95,275.19,11.88,62.94,51.76,91.89,1636.23
29.24,25,1016.9,0.0,0.0,8.4,28,0,0,582.06,9.36,247.38,10.0,239.74,9.51,240.52,25.56,50.15,40.52,103.23,2044.51
31.06,21,1015.9,0.0,0.0,6.3,21,0,0,714.67,13.39,233.75,14.34,231.12,13.32,231.58,28.8,38.68,29.95,119.02,2146.38
32.63,16,1015.1,0.0,0.0,5.4,18,0,0,818.8,24.83,240.46,27.91,239.8,25.5,239.45,36.72,30.12,21.49,144.98,2414.09
33.95,11,1015.7,0.0,0.0,7.2,24,0,0,887.33,20.95,250.94,22.6,247.52,20.99,247.83,33.48,27.29,18.5,184.95,2345.29
34.49,11,1015.3,0.0,0.0,7.5,25,0,0,906.91,23.24,253.81,25.16,250.79,23.22,251.0,34.92,31.69,23.11,222.29,2146.29
34.42,11,1015.2,0.0,0.0,30.0,100,0,0,863.3,24.28,254.52,26.18,251.57,23.91,251.57,34.92,41.13,32.28,245.22,1801.06
33.62,12,1014.8,0.0,0.0,30.0,100,2,0,683.52,23.5,264.73,25.1,261.75,22.91,261.87,33.84,53.0,43.1,259.62,1269.14
32.01,15,1014.8,0.0,0.0,100.0,100,100,0,405.84,21.54,279.62,23.22,277.13,21.08,277.85,33.12,65.97,54.39,270.36,577.0
32.24,15,1015.0,0.0,0.0,3.0,10,0,0,525.99,20.89,271.97,23.4,270.0,21.24,270.0,21.96,79.46,65.69,279.63,88.94
31.41,15,1014.7,0.0,0.0,2.4,8,0,0,394.27,19.16,275.39,21.61,271.91,19.45,272.12,29.88,91.93,75.69,287.7,8.27
14.66,68,1018.2,0.0,0.0,10.5,35,0,0,0.0,7.28,351.47,13.71,346.33,7.86,344.05,10.08,117.67,94.53,54.57,17.04
13.24,76,1018.8,0.0,0.0,30.0,100,0,1,0.0,6.64,12.53,12.32,6.71,7.64,8.13,10.8,103.79,84.71,64.47,113.73
14.3,84,1018.4,0.0,0.0,30.0,100,0,3,73.87,6.76,25.2,7.59,31.43,6.76,25.2,6.12,90.05,74.25,73.56,449.42
17.25,68,1018.4,0.0,0.0,30.0,100,0,2,240.3,7.75,21.8,7.9,30.07,7.73,27.76,7.2,76.35,63.17,82.48,1112.44
20.08,56,1018.3,0.0,0.0,100.0,100,100,0,391.6,10.83,21.45,10.79,25.71,10.79,25.71,9.0,62.94,51.85,91.98,1720.99
20.89,55,1018.1,0.0,0.0,100.0,100,100,0,399.61,12.57,23.63,12.88,26.57,12.4,25.82,10.8,50.14,40.62,103.33,2127.15
23.52,46,1017.4,0.0,0.0,30.0,100,0,0,560.7,13.1,20.92,13.24,22.38,12.77,21.5,11.52,38.64,30.05,119.13,2398.34
26.45,38,1016.8,0.0,0.0,5.4,18,0,0,798.33,14.04,22.62,14.18,23.96,13.71,23.2,12.6,30.04,21.6,145.03,2482.18
30.77,26,1015.5,0.0,0.0,0.0,0,0,0,890.89,12.43,22.11,12.25,24.3,11.77,23.43,12.96,27.18,18.61,184.81,2406.85
31.84,24,1015.1,0.0,0.0,0.0,0,0,0,919.37,14.76,12.68,14.84,14.04,14.15,14.74,15.48,31.58,23.19,222.06,2179.69
32.44,22,1014.9,0.0,0.0,0.0,0,0,0,889.11,15.27,8.13,15.33,9.46,14.92,8.33,14.76,41.04,32.33,245.02,1824.12
32.59,21,1014.1,0.0,0.0,0.0,0,0,0,811.68,14.83,5.57,14.83,5.57,14.11,5.86,17.28,52.92,43.13,259.45,1286.0
32.45,20,1014.1,0.0,0.0,0.0,0,0,0,696.87,14.47,5.71,14.51,7.13,13.85,8.97,16.56,65.91,54.43,270.22,571.91
31.96,21,1014.1,0.0,0.0,0.0,0,0,0,548.24,15.58,6.63,16.1,10.3,15.46,12.09,16.92,79.41,65.72,279.5,42.44
30.86,23,1014.1,0.0,0.0,0.0,0,0,0,379.14,17.9,15.15,19.35,18.43,17.99,19.89,19.08,91.77,75.64,287.51,0.75
14.64,79,1018.1,0.0,0.0,0.0,0,0,0,0.0,2.55,188.13,4.32,180.0,2.9,209.74,2.88,117.73,94.64,54.62,0.33
14.39,80,1018.1,0.0,0.0,0.0,0,0,0,0.0,4.74,188.75,9.73,177.88,5.24,195.95,6.12,103.82,84.81,64.53,69.78
16.64,69,1017.9,0.0,0.0,0.0,0,0,0,66.75,7.95,185.19,18.09,174.29,7.93,182.6,15.12,90.08,74.35,73.63,428.83
21.96,51,1017.3,0.0,0.0,0.0,0,0,0,238.52,13.7,176.99,18.03,176.57,15.23,173.21,11.16,76.37,63.27,82.56,1091.76
25.14,44,1016.6,0.0,0.0,0.0,0,0,0,417.41,17.23,169.16,20.77,171.03,18.58,171.09,14.04,62.94,51.95,92.08,1688.33
28.11,36,1016.4,0.0,0.0,0.0,0,0,0,585.62,15.19,166.29,17.3,167.99,15.89,166.91,12.6,50.11,40.72,103.44,2111.55
30.63,27,1015.5,0.0,0.0,0.0,0,0,0,728.91,9.79,162.9,11.18,165.07,10.83,164.58,10.8,38.59,30.16,119.25,2371.41
32.25,20,1014.7,0.0,0.0,0.0,0,0,0,837.49,5.15,167.91,6.92,171.03,6.57,170.54,11.88,29.96,21.72,145.09,2447.32
32.67,18,1014.9,0.0,0.0,0.0,0,0,0,906.91,6.29,13.24,6.12,28.07,6.3,30.96,8.64,27.07,18.72,184.68,2382.96
33.36,18,1014.7,0.0,0.0,0.0,0,0,0,923.82,8.31,17.65,9.51,29.48,9.51,29.48,9.72,31.46,23.26,221.82,2186.36
33.94,17,1014.1,0.0,0.0,0.0,0,0,0,892.67,6.62,22.38,7.29,32.91,7.79,33.69,9.72,40.94,32.38,244.81,1805.67
34.17,16,1013.5,0.0,0.0,0.0,0,0,0,817.02,6.52,6.34,6.83,18.43,6.83,18.43,9.36,52.84,43.17,259.28,1285.72
33.96,16,1013.3,0.0,0.0,0.0,0,0,0,702.21,10.08,360.0,10.5,5.91,10.5,5.91,12.24,65.84,54.47,270.08,572.48
33.19,18,1012.7,0.0,0.0,0.0,0,0,0,551.8,13.0,4.76,14.21,8.75,13.85,8.97,15.48,79.36,65.77,279.38,50.28
32.07,19,1012.9,0.0,0.0,0.0,0,0,0,380.92,13.14,9.46,13.56,10.71,12.85,11.31,18.0,91.73,75.69,287.39,1.73
17.88,32,1016.7,0.0,0.0,0.0,0,0,0,0.0,11.44,208.18,12.23,227.39,13.22,209.36,10.08,117.78,94.76,54.67,0.19
17.16,31,1017.3,0.0,0.0,0.0,0,0,0,0.0,11.92,208.89,16.12,240.57,13.89,211.22,13.68,103.86,84.91,64.6,70.95
18.01,32,1017.2,0.0,0.0,0.0,0,0,0,67.64,12.98,213.69,16.98,248.88,13.48,214.11,13.68,90.1,74.45,73.71,429.5
21.84,30,1016.9,0.0,0.0,0.0,0,0,0,242.97,8.79,214.99,12.82,231.84,8.09,212.28,10.8,76.38,63.37,82.65,1104.28
26.09,23,1016.8,0.0,0.0,0.0,0,0,0,425.42,6.41,231.84,6.92,231.34,5.86,227.49,9.36,62.93,52.05,92.18,1693.32
28.87,18,1016.0,0.0,0.0,0.0,0,0,0,597.19,9.22,218.66,9.0,216.87,8.5,216.38,10.08,50.09,40.82,103.55,2107.22
30.61,13,1015.2,0.0,0.0,0.0,0,0,0,742.26,14.8,221.05,15.58,220.31,14.57,219.99,24.12,38.54,30.27,119.37,2366.38
31.72,11,1014.9,0.0,0.0,0.0,0,0,0,853.51,12.9,239.86,13.4,239.3,12.78,237.65,20.52,29.86,21.84,145.16,2430.79
32.53,12,1014.6,0.0,0.0,0.0,0,0,0,921.15,5.04,270.0,4.32,270.0,3.96,270.0,15.84,26.94,18.84,184.56,2387.16
33.24,12,1014.5,0.0,0.0,0.0,0,0,0,937.17,7.52,286.7,6.64,282.53,6.21,280.01,17.28,31.34,23.35,221.58,2200.6
33.58,13,1014.3,0.0,0.0,0.0,0,0,0,903.35,14.48,304.88,12.89,305.91,12.39,305.54,20.16,40.84,32.44,244.59,1864.33
33.07,14,1014.0,0.0,0.0,0.0,0,0,0,824.14,23.97,302.74,23.97,302.74,22.57,303.94,25.92,52.76,43.22,259.11,1343.1
31.76,14,1014.9,0.0,0.0,0.0,0,0,0,709.33,26.75,298.98,29.65,299.05,27.11,300.31,26.64,65.77,54.51,269.93,594.68
30.47,15,1015.6,0.0,0.0,0.0,0,0,0,560.7,23.19,295.77,25.77,294.78,23.36,294.59,24.12,79.3,65.81,279.25,44.85
29.37,18,1015.0,0.0,0.0,0.0,0,0,0,388.04,19.8,297.03,21.41,297.0,19.0,297.05,20.52,91.8,75.83,287.34,0.92
13.24,74,1020.7,0.0,0.0,0.0,0,0,0,0.0,4.07,315.0,15.58,319.69,4.61,308.66,7.92,117.72,94.81,54.82,0.28
12.57,78,1020.8,0.0,0.0,0.0,0,0,0,0.0,2.16,360.0,13.53,331.39,1.84,348.69,6.84,103.89,85.02,64.67,71.23
13.57,75,1020.8,0.0,0.0,0.0,0,0,0,65.86,1.08,90.0,9.26,346.5,0.72,90.0,4.68,90.12,74.55,73.79,427.3
17.74,59,1020.1,0.0,0.0,0.0,0,0,0,239.41,2.88,360.0,4.33,355.24,3.24,360.0,1.44,76.38,63.47,82.74,1104.89
21.26,45,1019.3,0.0,0.0,0.0,0,0,0,420.97,3.96,360.0,4.32,360.0,4.32,360.0,2.52,62.92,52.15,92.29,1701.75
24.59,36,1019.1,0.0,0.0,0.0,0,0,0,590.96,7.52,16.7,7.52,16.7,7.52,16.7,6.12,50.06,40.92,103.68,2152.79
26.72,31,1018.0,0.0,0.0,0.0,0,0,0,733.36,10.03,21.04,9.98,25.64,9.83,23.75,9.36,38.48,30.38,119.51,2416.12
28.32,29,1017.2,0.0,0.0,0.0,0,0,0,842.83,10.59,17.82,10.5,22.17,10.37,20.32,12.6,29.76,21.97,145.24,2494.48
29.25,28,1018.7,0.0,0.0,0.0,0,0,0,907.8,10.14,6.12,9.11,9.09,9.11,9.09,10.44,26.81,18.97,184.43,2418.5
30.38,26,1018.2,0.0,0.0,0.0,0,0,0,925.6,10.11,4.09,9.06,6.84,8.71,7.13,10.44,31.22,23.44,221.34,2208.4
31.14,24,1017.5,0.0,0.0,0.0,0,0,0,892.67,10.44,360.0,9.37,2.2,9.37,2.2,11.52,40.74,32.51,244.38,1827.95
31.54,24,1017.1,0.0,0.0,0.0,0,0,0,813.46,11.18,356.31,10.45,358.03,10.45,358.03,11.88,52.68,43.27,258.93,1294.38
31.59,24,1016.7,0.0,0.0,0.0,0,0,0,696.87,12.32,353.29,11.97,353.09,11.57,354.64,14.4,65.71,54.56,269.77,589.23
31.17,24,1016.6,0.0,0.0,0.0,0,0,0,547.35,13.8,352.5,13.44,352.3,13.04,353.66,18.72,79.25,65.86,279.11,55.59
30.21,24,1016.5,0.0,0.0,0.0,0,0,0,378.25,13.8,352.5,13.76,353.99,12.65,355.1,19.8,91.41,75.62,286.99,1.82
15.53,59,1020.2,0.0,0.0,0.0,0,0,0,0.0,1.08,90.0,9.83,336.25,1.48,75.96,5.4,117.65,94.85,54.98,0.3
15.24,60,1020.3,0.0,0.0,0.0,0,0,0,0.0,3.1,144.46,6.3,329.04,3.71,150.95,3.24,103.92,85.13,64.75,72.37
17.14,53,1020.1,0.0,0.0,0.0,0,0,0,63.19,5.45,172.41,0.51,225.0,6.52,173.66,5.4,90.14,74.66,73.88,426.06
21.29,43,1019.8,0.0,0.0,0.0,0,0,0,234.07,2.16,180.0,2.16,180.0,2.16,180.0,4.68,76.39,63.57,82.85,1092.02
25.01,34,1019.2,0.0,0.0,0.0,0,0,0,415.63,0.36,360.0,0.36,90.0,0.36,90.0,4.68,62.91,52.25,92.41,1672.14
